,tweet_id,source_x,date,time,rating_numerator,rating_denominator,name,dog_stages,jpg_url,predicted dog breed,degree of confidence,number of retweets,number of likes
1009,785872687017132033,Twitter for iPhone,2016-11-10,16:00:24,12,10,Rusty,None,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,Great_Pyrenees,0.392108,1673,6346
1010,835297930240217089,Twitter for iPhone,2017-25-02,01:18:40,12,10,Ash,None,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,Rottweiler,0.341276,2747,15453
1011,785927819176054784,Twitter for iPhone,2016-11-10,19:39:28,12,10,Lucy,None,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,toy_poodle,0.00849262,2992,10815
1012,786233965241827333,Twitter for iPhone,2016-12-10,15:55:59,11,10,Mattie,None,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,Labrador_retriever,0.478193,4380,14416
1013,835264098648616962,Twitter for iPhone,2017-24-02,23:04:14,12,10,Lola,None,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg,Chesapeake_Bay_retriever,0.0875033,1547,7249
1014,786595970293370880,Twitter for iPhone,2016-13-10,15:54:28,11,10,Dale,None,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,Pembroke,0.709512,2917,8982
1016,786709082849828864,Twitter for iPhone,2016-13-10,23:23:56,75,10,Logan,None,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,Pomeranian,0.467321,5735,17372
1017,786963064373534720,Twitter for iPhone,2016-14-10,16:13:10,12,10,Rory,None,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,golden_retriever,0.915303,7433,25291
1018,787322443945877504,Twitter for iPhone,2016-15-10,16:01:13,10,10,Lincoln,None,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,golden_retriever,0.1057029999999999,1628,7401
1019,787397959788929025,Twitter for iPhone,2016-15-10,21:01:17,11,10,Moose,None,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,Chihuahua,0.900483,2670,10339
1022,723688335806480385,Twitter for iPhone,2016-23-04,01:41:59,12,10,Reginald,None,https://pbs.twimg.com/media/CgsOszGW0AAruKp.jpg,chow,0.0890102,2647,7055
1023,784431430411685888,Twitter for iPhone,2016-07-10,16:33:21,12,10,Stormy,None,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,miniature_poodle,0.744819,1184,5447
1024,836989968035819520,Twitter for iPhone,2017-01-03,17:22:13,12,10,Mookie,None,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,toy_poodle,0.0058873,2119,11969
1025,781251288990355457,Twitter for iPhone,2016-28-09,21:56:36,11,10,Oakley,None,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,Mexican_hairless,0.8877709999999999,1930,7926
1029,782598640137187329,Twitter for iPhone,2016-02-10,15:10:30,11,10,Timmy,None,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,malamute,0.8408709999999999,1767,7382
1030,783085703974514689,Twitter for iPhone,2016-03-10,23:25:55,11,10,Earl,None,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,Chesapeake_Bay_retriever,0.240602,2020,7739
1031,783391753726550016,Twitter for iPhone,2016-04-10,19:42:03,13,10,Godi,None,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,Norwegian_elkhound,0.87713,5096,16007
1032,783466772167098368,Twitter for iPhone,2016-05-10,00:40:09,11,10,Finn,None,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,Chihuahua,0.789,2076,7988
1033,783695101801398276,Twitter for iPhone,2016-05-10,15:47:27,12,10,Loomis,None,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,chow,0.314265,2991,9875
1034,783821107061198850,Twitter for iPhone,2016-06-10,00:08:09,12,10,Mairi,None,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,Lakeland_terrier,0.265659,1829,6991
1037,784517518371221505,Twitter for iPhone,2016-07-10,22:15:26,11,10,Frankie,None,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,malamute,0.757764,2366,8501
1038,787810552592695296,Twitter for iPhone,2016-17-10,00:20:47,11,10,Frank,None,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,pug,0.362835,2842,8156
1040,788150585577050112,Twitter for iPhone,2016-17-10,22:51:57,13,10,Leo,None,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,chow,0.814145,1201,5801
1041,792050063153438720,Twitter for iPhone,2016-28-10,17:07:05,11,10,Remus,None,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,komondor,0.942856,1673,6779
1042,792394556390137856,Twitter for iPhone,2016-29-10,15:55:58,12,10,BeBe,None,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,cocker_spaniel,0.746387,4018,12733
1043,792773781206999040,Twitter for iPhone,2016-30-10,17:02:53,12,10,Monster,None,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,Yorkshire_terrier,0.912804,1572,7003
1044,792883833364439040,Twitter for iPhone,2016-31-10,00:20:11,12,10,Bailey,None,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,standard_poodle,8.31451e-05,4005,10715
1045,834086379323871233,Twitter for iPhone,2017-21-02,17:04:24,12,10,Lipton,None,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,Labrador_retriever,0.0452626999999999,2044,12262
1047,833863086058651648,Twitter for iPhone,2017-21-02,02:17:06,12,10,Bentley,None,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,kuvasz,0.4949689999999999,2215,12646
1048,833826103416520705,Twitter for iPhone,2017-20-02,23:50:09,13,10,Charlie,None,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,Chihuahua,0.438054,3493,17097
1049,793120401413079041,Twitter for iPhone,2016-31-10,16:00:13,11,10,Robin,None,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,Labrador_retriever,0.7249439999999999,3689,12035
1050,833722901757046785,Twitter for iPhone,2017-20-02,17:00:04,13,10,Bronte,None,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,West_Highland_white_terrier,0.918144,3002,19717
1052,793150605191548928,Twitter for iPhone,2016-31-10,18:00:14,11,10,Nida,None,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,Italian_greyhound,0.193869,1597,5857
1053,833479644947025920,Twitter for iPhone,2017-20-02,00:53:27,13,10,Poppy,None,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,golden_retriever,0.727039,1894,14032
1054,793165685325201412,Twitter for iPhone,2016-31-10,19:00:10,12,10,Benji,None,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,golden_retriever,0.946224,2629,8916
1055,793180763617361921,Twitter for iPhone,2016-31-10,20:00:05,11,10,Newt,None,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,Lakeland_terrier,0.266824,1867,6572
1056,793210959003287553,Twitter for iPhone,2016-31-10,22:00:04,10,10,Maude,None,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,French_bulldog,0.0187590999999999,2611,8486
1057,793226087023144960,Twitter for iPhone,2016-31-10,23:00:11,11,10,Juno,None,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,wire-haired_fox_terrier,0.456047,2718,9290
1058,793241302385262592,Twitter for iPhone,2016-01-11,00:00:38,13,10,Tucker,None,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,golden_retriever,0.559308,3080,9996
1060,793271401113350145,Twitter for iPhone,2016-01-11,02:00:14,12,10,Dave,None,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,Siberian_husky,0.2316949999999999,2249,8259
1061,791406955684368384,Twitter for iPhone,2016-26-10,22:31:36,12,10,Levi,None,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,Pembroke,0.972629,3860,12494
1063,834931633769889797,Twitter for iPhone,2017-24-02,01:03:08,12,10,Tucker,None,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg,soft-coated_wheaten_terrier,0.196476,1495,10122
1065,834786237630337024,Twitter for iPhone,2017-23-02,15:25:23,13,10,Tobi,None,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,Border_terrier,0.156276,5114,20252
1066,788412144018661376,Twitter for iPhone,2016-18-10,16:11:17,11,10,Dexter,None,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,golden_retriever,0.805238,4930,14732
1067,788908386943430656,Twitter for iPhone,2016-20-10,01:03:11,11,10,Lucy,None,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,golden_retriever,0.0340897,11718,26089
1068,789137962068021249,Twitter for iPhone,2016-20-10,16:15:26,12,10,Bo,None,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,Chihuahua,0.746135,2609,9229
1069,789268448748703744,Twitter for iPhone,2016-21-10,00:53:56,10,10,Stella,None,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,malamute,0.81286,2449,8667
1070,789599242079838210,Twitter for iPhone,2016-21-10,22:48:24,12,10,Brownie,None,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,Chesapeake_Bay_retriever,0.8788219999999999,1796,6383
1071,789628658055020548,Twitter for iPhone,2016-22-10,00:45:17,13,10,Eli,None,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,chow,0.260702,1651,7084
1072,834458053273591808,Twitter for iPhone,2017-22-02,17:41:18,12,10,Chester,None,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,Rhodesian_ridgeback,0.4686189999999999,1550,9046
1073,834209720923721728,Twitter for iPhone,2017-22-02,01:14:30,12,10,Wilson,None,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,golden_retriever,0.754799,4338,19283
1074,790337589677002753,Twitter for iPhone,2016-23-10,23:42:19,12,10,Maggie,None,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,Pembroke,0.658808,1769,7420
1075,790581949425475584,Twitter for iPhone,2016-24-10,15:53:19,11,10,Duke,None,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,malinois,0.000152999,6651,19579
1076,790698755171364864,Twitter for iPhone,2016-24-10,23:37:28,12,10,Mosby,None,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,Bernese_mountain_dog,0.996541,1808,7807
1077,790987426131050500,Twitter for iPhone,2016-25-10,18:44:32,12,10,Misty,None,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,cocker_spaniel,0.349195,1992,9313
1078,791312159183634433,Twitter for iPhone,2016-26-10,16:14:55,12,10,Mabel,None,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,miniature_pinscher,0.892925,2368,8327
1079,793500921481273345,Twitter for iPhone,2016-01-11,17:12:16,12,10,Fiona,None,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,golden_retriever,0.3261219999999999,2236,10130
1081,843604394117681152,Twitter for iPhone,2017-19-03,23:25:35,11,10,Hank,None,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,Labrador_retriever,0.430583,2484,15733
1082,825829644528148480,Twitter for iPhone,2017-29-01,22:15:05,12,10,Toby,None,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,Great_Pyrenees,0.8534069999999999,2337,12028
1083,842846295480000512,Twitter for iPhone,2017-17-03,21:13:10,13,10,Charlie,None,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,Labrador_retriever,0.461076,3318,14238
1084,842765311967449089,Twitter for iPhone,2017-17-03,15:51:22,12,10,Indie,None,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,Labrador_retriever,0.0293399,1177,6300
1085,772581559778025472,Twitter for iPhone,2016-04-09,23:46:12,10,10,a,None,https://pbs.twimg.com/media/CrjC0JAWAAAjz6n.jpg,Newfoundland,0.574345,1588,6116
1086,772826264096874500,Twitter for iPhone,2016-05-09,15:58:34,11,10,Roosevelt,None,https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,basset,0.915351,2210,7568
1088,773191612633579521,Twitter for iPhone,2016-06-09,16:10:20,12,10,Grey,None,https://pbs.twimg.com/media/CrrtqjdXEAINleR.jpg,Blenheim_spaniel,0.427766,3806,9399
1089,773247561583001600,Twitter for iPhone,2016-06-09,19:52:39,10,10,Chip,None,https://pbs.twimg.com/media/Crsgi9dWEAApQd8.jpg,miniature_pinscher,0.0833687999999999,3004,8887
1090,842535590457499648,Twitter for iPhone,2017-17-03,00:38:32,13,10,Winnie,None,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,Pembroke,0.685084,3188,16942
1091,773308824254029826,Twitter for iPhone,2016-06-09,23:56:05,12,10,Bungalo,None,https://pbs.twimg.com/media/CrtYRMEWIAAUkCl.jpg,Labrador_retriever,0.1514059999999999,6953,21991
1092,842163532590374912,Twitter for iPhone,2017-16-03,00:00:07,12,10,George,None,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,French_bulldog,0.891227,5269,22772
1093,773670353721753600,Twitter for iPhone,2016-07-09,23:52:41,10,10,Shakespeare,None,https://pbs.twimg.com/media/CryhFC0XEAA9wp_.jpg,Old_English_sheepdog,0.969311,1225,5055
1094,773704687002451968,Twitter for iPhone,2016-08-09,02:09:06,12,10,Loki,None,https://pbs.twimg.com/media/CrzATQqWAAEHq2t.jpg,silky_terrier,0.324251,1498,6239
1095,773922284943896577,Twitter for iPhone,2016-08-09,16:33:46,12,10,Heinrich,None,https://pbs.twimg.com/media/Cr2GNdlW8AAbojw.jpg,Pomeranian,0.554331,1629,6062
1096,842115215311396866,Twitter for iPhone,2017-15-03,20:48:07,12,10,Bentley,None,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,chow,0.293493,2763,13056
1097,841680585030541313,Twitter for iPhone,2017-14-03,16:01:03,12,10,Penny,None,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,Chihuahua,0.547401,7170,24067
1101,774639387460112384,Twitter for iPhone,2016-10-09,16:03:16,10,10,Sprinkles,None,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,Walker_hound,0.6275930000000001,1615,6368
1102,843856843873095681,Twitter for iPhone,2017-20-03,16:08:44,12,10,Sadie,None,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,Labrador_retriever,0.92254,4175,19988
1103,772114945936949249,Twitter for iPhone,2016-03-09,16:52:02,10,10,Finn,None,https://pbs.twimg.com/media/Crcacf9WgAEcrMh.jpg,Chihuahua,0.803293,439,2583
1105,770069151037685760,Twitter for iPhone,2016-29-08,01:22:47,10,10,Carbon,None,https://pbs.twimg.com/media/Cq_Vy9KWcAIUIuv.jpg,Boston_bull,0.414965,2126,7147
1106,770293558247038976,Twitter for iPhone,2016-29-08,16:14:30,10,10,Jackson,None,https://pbs.twimg.com/media/CrCh5RgW8AAXW4U.jpg,Italian_greyhound,0.931668,1356,5856
1107,770414278348247044,Twitter for iPhone,2016-30-08,00:14:12,11,10,Al,None,https://pbs.twimg.com/media/CrEPsfWXEAAKvem.jpg,golden_retriever,0.0535696,1927,5946
1110,770772759874076672,Twitter for iPhone,2016-30-08,23:58:40,11,10,Sebastian,None,https://pbs.twimg.com/media/CrJVupHXgAA4Dkk.jpg,chow,0.979515,1326,4890
1111,770787852854652928,Twitter for iPhone,2016-31-08,00:58:39,10,10,Winston,None,https://pbs.twimg.com/media/CrJjdZmXgAEWLSD.jpg,Bernese_mountain_dog,0.787812,1104,4620
1113,844973813909606400,Twitter for iPhone,2017-23-03,18:07:10,12,10,Brady,None,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,Labrador_retriever,0.742421,2860,13949
1114,771102124360998913,Twitter for iPhone,2016-31-08,21:47:27,12,10,Charlie,None,https://pbs.twimg.com/media/CrOBSfgXgAABsTE.jpg,Labrador_retriever,0.568789,1335,5867
1115,771136648247640064,Twitter for iPhone,2016-01-09,00:04:38,11,10,Dixie,None,https://pbs.twimg.com/media/CrOgsIBWYAA8Dtb.jpg,golden_retriever,0.297402,2710,8613
1116,771380798096281600,Twitter for iPhone,2016-01-09,16:14:48,11,10,Fizz,None,https://pbs.twimg.com/media/CrR-vVfXEAAk6Gg.jpg,collie,0.503728,4674,9919
1118,771500966810099713,Twitter for iPhone,2016-02-09,00:12:18,12,10,Dakota,None,https://pbs.twimg.com/media/CrTsCPHWYAANdzC.jpg,Labrador_retriever,0.833952,2421,7776
1119,772102971039580160,Twitter for iPhone,2016-03-09,16:04:27,11,10,Penny,None,https://pbs.twimg.com/media/CrcPjh0WcAA_SPT.jpg,Pembroke,0.54178,866,3776
1120,844223788422217728,Twitter for iPhone,2017-21-03,16:26:50,12,10,Margo,None,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,Labrador_retriever,0.71951,1994,12712
1121,772117678702071809,Twitter for iPhone,2016-03-09,17:02:54,12,10,Jack,None,https://pbs.twimg.com/media/Crcc7pqXEAAM5O2.jpg,Labrador_retriever,0.217821,687,3554
1122,841314665196081154,Twitter Web Client,2017-13-03,15:47:01,13,10,Max,None,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,Afghan_hound,0.903712,4244,14764
1123,774757898236878852,Twitter for iPhone,2016-10-09,23:54:11,12,10,Finley,None,https://pbs.twimg.com/media/CsB-MYiXgAEQU20.jpg,toy_poodle,0.7199409999999999,1656,8140
1124,778624900596654080,Twitter for iPhone,2016-21-09,16:00:17,11,10,Penny,None,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,Airedale,0.786089,943,4341
1125,778650543019483137,Twitter for iPhone,2016-21-09,17:42:10,10,10,Strider,None,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,German_shepherd,0.515699,1391,5428
1126,778748913645780993,Twitter for iPhone,2016-22-09,00:13:04,11,10,Mya,None,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,Staffordshire_bullterrier,0.351434,1207,6462
1127,778990705243029504,Twitter for iPhone,2016-22-09,16:13:51,11,10,Jay,None,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,cocker_spaniel,0.7153510000000001,6659,18754
1128,838921590096166913,Twitter for iPhone,2017-07-03,01:17:48,13,10,Arlo,None,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,Border_terrier,0.664538,1858,10434
1129,838561493054533637,Twitter for iPhone,2017-06-03,01:26:54,13,10,Walter,None,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,kelpie,0.2165619999999999,1234,10260
1130,838476387338051585,Twitter for iPhone,2017-05-03,19:48:43,13,10,Stanley,None,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,Great_Pyrenees,0.997692,4353,21009
1132,780459368902959104,Twitter for iPhone,2016-26-09,17:29:48,11,10,Bear,None,https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,Great_Dane,0.3824909999999999,1003,5000
1134,780800785462489090,Twitter for iPhone,2016-27-09,16:06:28,11,10,Koda,None,https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,Siberian_husky,0.951963,1201,5195
1135,838083903487373313,Twitter for iPhone,2017-04-03,17:49:08,13,10,Daisy,None,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,chow,0.800975,2849,16491
1136,780858289093574656,Twitter for iPhone,2016-27-09,19:54:58,10,10,Dash,None,https://pbs.twimg.com/media/CtYqeNHWgAATqYZ.jpg,Chesapeake_Bay_retriever,0.488555,1866,6802
1139,839239871831150596,Twitter for iPhone,2017-07-03,22:22:32,13,10,Odie,None,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,Leonberg,0.927021,5953,25268
1140,839549326359670784,Twitter for iPhone,2017-08-03,18:52:12,12,10,Winston,None,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,Norwich_terrier,0.05248,7085,25621
1142,775842724423557120,Twitter for iPhone,2016-13-09,23:44:54,12,10,Blue,None,https://pbs.twimg.com/media/CsRY1jAWYAUOx55.jpg,chow,0.520022,2466,11045
1144,841077006473256960,Twitter for iPhone,2017-13-03,00:02:39,12,10,Dawn,None,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,Brittany_spaniel,0.962985,4894,21360
1145,776201521193218049,Twitter for iPhone,2016-14-09,23:30:38,10,10,O,None,https://pbs.twimg.com/media/CsWfKadWEAAtmlS.jpg,Rottweiler,0.502228,2335,9028
1146,776813020089548800,Twitter for iPhone,2016-16-09,16:00:31,12,10,Solomon,None,https://pbs.twimg.com/media/CsfLUDbXEAAu0VF.jpg,toy_poodle,0.51661,1114,4605
1147,837471256429613056,Twitter for iPhone,2017-03-03,01:14:41,12,10,Vincent,None,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,Norwegian_elkhound,0.976255,2065,12002
1148,777189768882946048,Twitter for iPhone,2016-17-09,16:57:35,12,10,Jeffrey,None,https://pbs.twimg.com/media/Cskh9nRWYAAUxBP.jpg,Chihuahua,0.988412,3985,13325
1149,840632337062862849,Twitter for iPhone,2017-11-03,18:35:42,12,10,Maddie,None,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,golden_retriever,0.711148,1622,8439
1150,777621514455814149,Twitter for iPhone,2016-18-09,21:33:11,12,10,Derek,None,https://pbs.twimg.com/media/Csqqoo5WEAAMTVW.jpg,chow,0.999823,2341,8220
1151,777885040357281792,Twitter for iPhone,2016-19-09,15:00:20,3,10,Wesley,None,https://pbs.twimg.com/media/CsuaUH2WAAAWJh1.jpg,Afghan_hound,0.123529,1515,5998
1153,840268004936019968,Twitter for iPhone,2017-10-03,18:27:58,12,10,Monty,None,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,Chesapeake_Bay_retriever,0.8639870000000001,5229,17929
1154,778286810187399168,Twitter for iPhone,2016-20-09,17:36:50,11,10,Stanley,None,https://pbs.twimg.com/media/Cs0HuUTWcAUpSE8.jpg,Boston_bull,0.3220699999999999,3064,9746
1155,778383385161035776,Twitter for iPhone,2016-21-09,00:00:35,13,10,Nala,None,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,collie,0.3452659999999999,1019,5506
1156,839990271299457024,Twitter for iPhone,2017-10-03,00:04:21,13,10,Sojourner,None,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,Staffordshire_bullterrier,0.604938,2072,12553
1158,793601777308463104,Twitter for iPhone,2016-01-11,23:53:02,12,10,Dobby,None,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,miniature_pinscher,0.538981,1518,7586
1159,793845145112371200,Twitter for iPhone,2016-02-11,16:00:06,13,10,Clark,None,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,Old_English_sheepdog,0.7652770000000001,1749,8778
1160,815990720817401858,Twitter for iPhone,2017-02-01,18:38:42,11,10,Jack,None,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,Chihuahua,0.428756,944,4689
1161,816091915477250048,Twitter for iPhone,2017-03-01,01:20:49,12,10,Comet,None,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,Pomeranian,0.967345,1990,8481
1162,816336735214911488,Twitter for iPhone,2017-03-01,17:33:39,11,10,Dudley,None,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,Labrador_retriever,0.91933,1803,8165
1164,816697700272001025,Twitter for iPhone,2017-04-01,17:27:59,12,10,Binky,None,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,Chihuahua,0.756992,2057,9246
1165,828409743546925057,Twitter for iPhone,2017-06-02,01:07:28,12,10,Mutt,None,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,toy_poodle,0.0180397999999999,1081,6047
1166,816816676327063552,Twitter for iPhone,2017-05-01,01:20:46,12,10,Timber,None,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,malamute,0.668164,1896,9481
1167,817056546584727552,Twitter for iPhone,2017-05-01,17:13:55,11,10,Chloe,None,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,kelpie,0.8644149999999999,1518,8136
1169,817171292965273600,Twitter for iPhone,2017-06-01,00:49:53,13,10,Tebow,None,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,golden_retriever,0.295483,1869,8312
1170,817415592588222464,Twitter for iPhone,2017-06-01,17:00:38,11,10,Strudel,None,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,Doberman,0.806163,890,5297
1171,828408677031882754,Twitter for iPhone,2017-06-02,01:03:14,12,10,Bear,None,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,Weimaraner,0.1330329999999999,1189,7264
1172,817536400337801217,Twitter for iPhone,2017-07-01,01:00:41,12,10,Eugene,None,https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,pug,0.971358,2729,11129
1173,828376505180889089,Twitter for iPhone,2017-05-02,22:55:23,13,10,Beebop,None,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,American_Staffordshire_terrier,0.5230859999999999,995,6989
1174,817827839487737858,Twitter for iPhone,2017-07-01,20:18:46,13,10,Buddy,None,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,cocker_spaniel,0.387608,25137,48658
1175,818145370475810820,Twitter for iPhone,2017-08-01,17:20:31,11,10,Autumn,None,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,golden_retriever,0.621931,2369,11620
1176,818259473185828864,Twitter for iPhone,2017-09-01,00:53:55,12,10,Florence,None,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,miniature_schnauzer,0.367368,2088,10424
1177,818536468981415936,Twitter for iPhone,2017-09-01,19:14:36,11,10,Tom,None,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,Welsh_springer_spaniel,6.229489999999999e-05,2273,10276
1178,818614493328580609,Twitter for iPhone,2017-10-01,00:24:38,12,10,Bear,None,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,Chihuahua,0.450722,2354,9302
1179,828650029636317184,Twitter for iPhone,2017-06-02,17:02:17,14,10,one,None,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,golden_retriever,0.649209,1241,8962
1180,828372645993398273,Twitter for iPhone,2017-05-02,22:40:03,12,10,Alexander,None,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,malamute,0.663047,2728,11879
1181,815639385530101762,Twitter for iPhone,2017-01-01,19:22:38,12,10,Titan,None,https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg,German_shepherd,0.8179529999999999,1555,7827
1182,813081950185472002,Twitter for iPhone,2016-25-12,18:00:17,11,10,Baron,None,https://pbs.twimg.com/media/C0ilsa1XUAEHK_k.jpg,Doberman,0.909951,2598,9424
1183,829141528400556032,Twitter for iPhone,2017-08-02,01:35:19,12,10,Malcolm,None,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,golden_retriever,0.57314,6778,22932
1184,813112105746448384,Twitter for iPhone,2016-25-12,20:00:07,12,10,Toby,None,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,Pembroke,0.140682,2571,9799
1186,813157409116065792,Twitter for iPhone,2016-25-12,23:00:08,12,10,Layla,None,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,Pembroke,0.0705671,2066,7381
